acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,azimuth,pitch,roll,times
1.36,5.21,8.18,0.37,-0.37,0.12,4.19,3.25,-49.5,7:29:56
1.3,5.21,8.21,-0.31,-0.25,-0.31,3.5,3,-51.38,7:29:56
1.33,5.2,8.22,0.37,-0.31,-0.19,3.06,4,-51.5,7:29:56
1.34,5.22,8.19,0.31,-0.37,-0.06,3.88,4,-51.06,7:29:56
1.34,5.18,8.19,2.13,-1,0.06,4.19,3.25,-51.75,7:29:57
1.55,5.18,8.16,3.25,-0.75,1.25,3.5,3.69,-50.69,7:29:57
1.23,5.24,8.11,2.06,-0.81,0.88,4.19,2.56,-50.69,7:29:57
1.52,5.43,8.35,-0.81,0.5,2.25,3.5,3,-50.56,7:29:57
1.62,5.13,8.11,2.88,-6.5,-2.75,3.06,2.56,-50.56,7:29:57
1.64,5.3,7.81,9,-9.44,7.31,2.69,3,-49.5,7:29:57
2.14,5.93,7.71,12.38,-10.81,3,0.5,0.25,-51.06,7:29:58
2.24,5.79,7.1,15.94,-11.06,4.06,-0.88,-1.5,-50.25,7:29:58
2.82,6.21,6.48,14.63,-15.75,4.19,-2.06,-2.25,-49.88,7:29:58
3.47,6.29,6.02,7.44,-10.94,2.25,-5.06,-4.88,-49.5,7:29:58
3.38,6.44,6.66,5.88,-10.19,-1.88,-5.75,-4.5,-49.88,7:29:58
3.13,6.55,6.61,10.38,-10.69,3.5,-8.5,-6,-48.75,7:29:58
3.78,6.7,6.49,4.88,-7.06,0.12,-8.75,-7.5,-49.06,7:29:59
3.44,6.79,5.68,12.69,-16.75,2.5,-10.69,-8.56,-48,7:29:59
4.24,7.14,5.06,19.81,-21.87,1.12,-13.56,-10.06,-47.19,7:29:59
4.47,7.57,4.7,11.13,-15.13,-1.31,-16.25,-12.69,-46.75,7:29:59
4.34,7.25,4.17,3.44,-13.38,-4.25,-18.37,-13.5,-44.88,7:29:59
4.59,7.75,3.79,6.69,-14.31,1.31,-18.5,-15.25,-43.25,7:29:59
4.87,7.61,3.64,9.5,-7.38,-1.5,-20,-15.25,-43,7:30:00
4.66,7.67,3.82,-0.06,-1.12,-4.19,-20.37,-15.69,-43.38,7:30:00
4.54,7.67,3.97,-0.31,-0.81,-0.88,-20.75,-16,-43.75,7:30:00
4.64,7.59,3.67,2.31,0.31,-1.94,-20.37,-16,-42.5,7:30:00
4.24,7.67,3.7,6.25,-9.06,0.44,-20,-15.69,-42.5,7:30:00
4.79,7.57,3.57,5.19,-8.56,-0.31,-20.75,-16.37,-43.25,7:30:00
4.65,7.7,3.58,4.06,-4.44,-0.69,-21.5,-16.75,-43,7:30:00
4.72,7.83,3.28,3.31,-1.88,1.69,-20.75,-16.75,-41.5,7:30:01
4.9,7.79,3.29,1.44,-0.56,1.19,-21.75,-17.87,-41,7:30:01
4.86,7.82,3.38,-0.5,-0.12,0.69,-21.5,-17.19,-41.38,7:30:01
4.74,7.79,3.35,0.37,-0.44,0.44,-21.75,-17.87,-41.69,7:30:01
5,7.81,3.2,0.31,-0.88,1.25,-22.19,-17.19,-41.06,7:30:01
4.91,7.86,3.19,-0.88,-0.12,-0.56,-23,-17.5,-42.56,7:30:01
4.9,7.81,3.27,3.63,0.5,-0.75,-22.56,-18.25,-40.56,7:30:02
4.75,7.88,3.11,1.06,-1.25,-0.12,-22.56,-17.87,-40.56,7:30:02
4.87,7.89,3.17,0.94,-0.75,-0.37,-22.19,-18.25,-41.5,7:30:02
4.89,7.83,3.2,1,-0.44,0.37,-22.19,-17.87,-41.5,7:30:02
4.88,7.91,3.12,0.88,-0.94,0.19,-21.75,-18.25,-41.5,7:30:02
4.86,7.87,3.1,1.06,-0.94,-0.69,-23,-19,-40.56,7:30:02
4.84,7.92,3.04,2.63,0.75,-0.37,-22.19,-18.25,-41.75,7:30:03
4.89,7.91,2.99,-0.19,-1.12,0.25,-22.19,-18.69,-40.19,7:30:03
4.89,7.92,3.05,-2.13,-1.06,1.25,-22.56,-18.25,-40.5,7:30:03
4.88,7.83,3.18,-2.31,-1.81,1.88,-21.75,-17.87,-40.56,7:30:03
4.97,7.82,3.15,-0.63,-1.06,0.19,-21.75,-17.5,-41.75,7:30:03
5.03,7.86,3.08,-0.44,-0.63,0.75,-21.75,-17.5,-42.19,7:30:03
4.95,7.78,3.27,0.75,0,-0.94,-21.5,-17.5,-42.88,7:30:04
4.86,7.87,3.28,2.25,1.06,-3,-22.19,-17.5,-42.06,7:30:04
4.96,7.88,3.25,-1.69,1.19,-2,-21.06,-17.87,-41.69,7:30:04
4.67,8.06,3.23,2.44,0.44,-2,-21.5,-18.25,-41.38,7:30:04
4.78,7.97,2.97,-1.81,-1,1.31,-21.06,-18.69,-42.5,7:30:04
4.87,7.91,3.21,-0.12,0.36,-18.69,-40.56,7:30:04,,
4.79,7.99,2.96,-0.12,-1.63,-0.19,-21.06,-19,-41,7:30:04
4.85,7.9,3.12,1.37,-0.5,-0.5,-20.75,-18.69,-41.69,7:30:05
4.82,8.01,2.94,0.37,-1.37,-0.63,-21.5,-18.69,-41.38,7:30:05
4.78,8,3.02,1.12,0.25,-0.06,-21.5,-18.69,-41.69,7:30:05
4.78,8.05,3,0.12,0.25,-1.12,-21.5,-18.69,-41,7:30:05
4.8,7.97,3.07,3.44,-0.81,0,-21.75,-18.25,-41,7:30:05
4.7,7.93,3.1,2.63,1.06,-0.12,-21.5,-19.37,-40.56,7:30:05
4.8,8.06,2.82,0.31,-0.81,-0.69,-21.5,-19.37,-40.19,7:30:06
4.79,7.98,2.87,0.88,-1,-0.37,-20.75,-20.19,-41.69,7:30:06
4.81,8.01,2.94,-0.37,0.12,0,-21.06,-19.37,-41.38,7:30:06
4.72,8.1,2.82,-0.12,-0.44,-0.12,-20.75,-19.37,-41,7:30:06
4.69,8.11,2.77,0.5,0.06,-1.12,-21.75,-19.37,-41.38,7:30:06
4.75,8.18,2.84,-2.06,0.63,-0.75,-22.19,-19.37,-39.38,7:30:06
4.77,8.01,2.77,-1.31,-1.69,1.63,-22.19,-19.75,-39.75,7:30:07
4.67,8.39,2.41,-0.56,0.25,-1.88,-21.5,-19,-40.19,7:30:07
4.83,8.05,2.82,-2.56,0.31,0.19,-21.75,-18.69,-41.69,7:30:07
4.54,8.22,2.57,-0.75,-2,1.88,-21.06,-19.37,-40.19,7:30:07
5.6,7.97,2.54,-8.38,5.88,1.06,-21.75,-19.75,-39,7:30:07
4.91,7.98,2.73,2.94,-2.25,-1.94,-21.06,-18.69,-40.56,7:30:07
4.81,8.09,2.69,-0.44,-0.44,-0.81,-21.75,-19.75,-39.38,7:30:08
4.87,8.08,2.7,0.69,0.56,-1.19,-21.75,-19,-39.38,7:30:08
4.68,8.04,2.66,2.5,-1.75,-1.37,-22.19,-19.75,-39.38,7:30:08
4.75,8.13,2.67,1.88,-0.25,-1,-22.19,-20.19,-39,7:30:08
4.75,8.07,2.52,0.44,-0.31,-0.75,-22.19,-20.5,-40.56,7:30:08
4.69,8.17,2.68,-0.12,0.12,-0.37,-22.19,-20.19,-40.5,7:30:08
4.7,8.17,2.6,-0.56,-0.44,0.06,-21.5,-20.5,-40.19,7:30:08
4.78,8.14,2.52,1.37,-1.63,-0.94,-21.75,-20.87,-38.69,7:30:09
4.67,8.13,2.64,0.88,0,-0.19,-21.75,-20.87,-40.56,7:30:09
4.7,8.21,2.46,-0.06,1.44,-0.81,-21.75,-21.25,-40.19,7:30:09
4.65,8.13,2.56,0.37,-0.37,-0.31,-21.5,-21.25,-39,7:30:09
4.73,8.19,2.48,-1,-0.75,0.44,-22.56,-20.87,-39.75,7:30:09
4.73,8.14,2.38,0.12,-1.81,-0.63,-21.06,-20.5,-40.19,7:30:09
4.74,8.13,2.6,-0.63,0.5,-0.81,-20.37,-20.87,-40.56,7:30:10
4.67,8.15,2.51,-0.81,-0.69,0.31,-21.75,-20.87,-37.88,7:30:10
4.67,8.16,2.61,-2.63,-0.19,0.06,-21.75,-20.87,-38.69,7:30:10
4.68,8.17,2.59,-2.13,0.63,-0.12,-21.06,-19.75,-41,7:30:10
4.68,8.14,2.7,0.63,-0.56,0,-21.5,-20.5,-37.88,7:30:10
4.7,8.15,2.62,-0.31,-0.12,0.44,-21.06,-20.5,-41,7:30:10
4.67,8.16,2.57,0.12,-0.5,0.12,-21.75,-20.87,-41.38,7:30:11
4.72,8.2,2.83,-2.25,0.56,0.06,-21.5,-20.19,-41,7:30:11
4.72,8.18,2.63,0.75,-0.31,-1,-21.5,-20.5,-40.19,7:30:11
4.6,8.22,2.64,0.25,-0.88,-0.37,-21.5,-20.5,-40.19,7:30:11
4.71,8.14,2.66,-0.06,-0.19,0.81,-21.06,-21.25,-38.69,7:30:11
4.67,8.21,2.58,-0.5,0.12,0.12,-21.5,-20.5,-37.5,7:30:11
4.7,8.15,2.6,0.25,0.56,-0.75,-21.5,-19.75,-40.56,7:30:12
4.68,8.21,2.55,1.12,0,-0.94,-21.75,-20.5,-40.19,7:30:12
4.7,8.24,2.59,0.12,0.06,-0.06,-21.5,-20.19,-40.56,7:30:12
4.64,8.23,2.48,-0.06,1,0.12,-21.5,-21.25,-39.38,7:30:12
4.76,8.17,2.37,-0.56,-0.94,-0.31,-21.5,-21.69,-40.56,7:30:12
4.62,8.25,2.51,-1.69,-0.5,1.75,-20.75,-20.87,-38.69,7:30:12
4.67,8.18,2.61,-1.44,-0.19,-1.37,-21.75,-20.5,-39.38,7:30:12
4.73,8.06,2.69,-2.44,-0.06,2.56,-21.06,-20.5,-39,7:30:13
4.8,8.14,2.65,0.81,-0.19,-0.19,-21.75,-20.19,-39,7:30:13
4.72,8.18,2.66,-0.5,0.31,0,-21.75,-20.19,-41,7:30:13
4.82,8.27,2.86,-0.94,1.25,0.94,-21.06,-20.19,-40.56,7:30:13
4.72,7.98,2.72,-2.56,0.37,3.06,-22.19,-20.5,-40.19,7:30:13
4.87,8.2,2.54,-0.12,-1.19,1.25,-21.75,-20.19,-39.75,7:30:13
4.98,7.98,2.62,0.12,-0.69,1.19,-21.5,-19.37,-39.75,7:30:14
4.88,8.12,2.52,2,-0.94,-1.81,-23,-19.75,-39.75,7:30:14
4.78,8.13,2.5,1.75,-0.81,-0.88,-21.75,-20.5,-40.19,7:30:14
4.83,8.17,2.48,-0.25,-0.06,0.06,-21.75,-20.5,-39.75,7:30:14
4.91,8.15,2.54,0.94,0.06,-0.44,-22.19,-20.87,-39.75,7:30:14
4.82,8.18,2.36,-0.25,-0.37,-0.25,-21.5,-20.19,-39,7:30:14
4.77,8.22,2.32,0.25,-0.31,-1.5,-21.75,-20.5,-40.19,7:30:15
4.82,8.2,2.35,-0.12,-0.12,-0.37,-22.19,-20.87,-39.38,7:30:15
4.78,8.21,2.38,-1.63,0.12,-0.31,-22.19,-21.25,-39,7:30:15
4.82,8.13,2.51,-1.75,0.37,0.25,-22.19,-20.87,-39,7:30:15
4.82,8.16,2.47,-1.88,0.44,0.88,-21.5,-20.87,-39,7:30:15
4.79,8.16,2.57,-0.19,-0.25,0.31,-21.5,-20.19,-39.75,7:30:15
4.84,8.11,2.55,-0.81,0.25,0.75,-22.56,-20.87,-39.75,7:30:16
4.79,8.12,2.57,-0.75,-0.19,0.44,-22.19,-20.19,-39,7:30:16
4.9,8.06,2.64,-0.19,-0.06,-0.06,-22.19,-19.75,-38.69,7:30:16
4.84,8.12,2.55,0.75,-0.69,-0.56,-22.19,-19.37,-39,7:30:16
4.81,8.12,2.56,0.44,-0.25,-0.12,-21.5,-20.19,-39.38,7:30:16
4.86,8.12,2.39,1.44,-1.37,-1.44,-21.5,-20.5,-39.38,7:30:16
4.77,8.15,2.48,1.63,-0.44,-1.19,-21.75,-20.19,-39.38,7:30:16
4.78,8.26,2.33,1.06,-1.44,-1.06,-22.19,-20.19,-37.88,7:30:17
4.75,8.19,2.36,0.81,-0.56,-0.5,-21.5,-20.19,-39.38,7:30:17
4.77,8.26,2.33,1.12,-0.75,-0.25,-21.75,-20.87,-37.88,7:30:17
4.72,8.24,2.31,0.19,-0.69,-0.25,-21.75,-20.87,-39.38,7:30:17
4.79,8.24,2.2,0.56,-2.31,-1.44,-21.75,-20.87,-37.88,7:30:17
4.71,8.18,2.29,-1.19,-0.5,0.25,-21.75,-20.87,-38.25,7:30:17
4.8,8.22,2.27,-1.56,-0.37,0.5,-22.19,-20.87,-38.25,7:30:18
4.79,8.21,2.4,-2.06,-0.12,0.44,-22.56,-20.19,-39.38,7:30:18
4.79,8.17,2.43,-1.63,0.31,0.63,-22.19,-20.19,-38.25,7:30:18
4.8,8.16,2.45,-1.88,-0.12,0.63,-22.19,-19.75,-38.69,7:30:18
4.77,8.13,2.5,-0.06,-0.94,0.44,-22.56,-19.75,-40.56,7:30:18
4.84,8.12,2.48,0.94,-0.63,-0.56,-22.56,-20.19,-38.69,7:30:18
4.73,8.18,2.4,0.5,-1.44,-0.56,-22.56,-19.75,-40.19,7:30:19
4.84,8.14,2.46,0.5,-0.12,-0.56,-22.56,-20.5,-40.19,7:30:19
4.79,8.16,2.48,0.44,-0.06,-0.5,-22.19,-20.5,-39.38,7:30:19
4.83,8.21,2.43,0.75,-0.12,-0.56,-22.56,-20.19,-40.19,7:30:19
4.77,8.2,2.4,-0.06,0.37,0.12,-23.25,-20.19,-38.69,7:30:19
4.76,8.28,2.34,0.31,-0.75,-0.94,-21.75,-19.75,-37.06,7:30:19
4.74,8.21,2.38,0.25,0.06,-0.06,-22.19,-20.5,-38.69,7:30:20
4.75,8.28,2.26,0.37,-0.56,-0.31,-22.19,-20.87,-39.75,7:30:20
4.78,8.28,2.27,0.56,-0.88,-0.75,-23,-20.87,-38.69,7:30:20
4.72,8.22,2.22,2.5,-1.44,-0.88,-22.19,-20.5,-38.69,7:30:20
4.76,8.27,2.17,0.37,-0.75,-0.19,-22.19,-20.87,-37.88,7:30:20
4.73,8.27,2.25,-1.19,-0.37,0.81,-23,-20.87,-37.5,7:30:20
4.73,8.25,2.29,-1.12,-0.37,0.5,-22.56,-20.87,-38.69,7:30:20
4.72,8.23,2.35,-1.37,-0.06,0.63,-22.19,-20.19,-39.5,7:30:21
4.76,8.21,2.41,-0.31,0.06,0.12,-22.19,-20.5,-38.69,7:30:21
4.8,8.21,2.38,-1.31,0.31,0.44,-22.19,-20.5,-39,7:30:21
4.79,8.23,2.41,-1.25,0.25,0.06,-22.56,-19.75,-39.38,7:30:21
4.8,8.21,2.4,-0.19,-0.12,-0.25,-22.19,-19.75,-39,7:30:21
4.75,8.2,2.33,0.06,-0.06,-0.19,-22.19,-20.19,-39.38,7:30:21
4.71,8.24,2.42,-0.63,0.56,-0.31,-21.75,-20.19,-38.69,7:30:22
4.72,8.26,2.28,0.56,-0.94,-0.94,-22.56,-20.87,-37.88,7:30:22
4.77,8.2,2.38,2.63,-0.56,-1,-22.19,-20.5,-38.25,7:30:22
4.76,8.27,2.26,0.25,-0.81,-0.31,-23,-21.25,-39,7:30:22
4.71,8.31,2.28,0.06,-0.31,-0.63,-22.56,-21.69,-38.69,7:30:22
4.67,8.27,2.27,-0.06,-0.19,-0.5,-22.19,-21.25,-38.69,7:30:22
4.73,8.28,2.27,0.06,0.31,0.06,-22.19,-20.87,-39,7:30:23
4.64,8.38,2.2,-3.38,0.44,2.38,-22.19,-21.25,-37.5,7:30:23
4.81,8.29,2.17,-2,-0.75,0.88,-22.56,-20.19,-39,7:30:23
4.96,8.05,2.42,-2,2,0.69,-23.25,-20.5,-37.88,7:30:23
4.65,8.3,2.38,0.75,0.12,-0.94,-23.69,-20.5,-39,7:30:23
4.83,8.07,2.48,0.88,-0.75,-0.31,-22.19,-21.25,-38.69,7:30:23
4.78,8.28,2.35,0.69,-0.37,0.44,-22.19,-21.69,-40.19,7:30:24
4.72,8.26,2.41,0.37,0.12,-0.12,-22.19,-20.5,-39,7:30:24
4.79,8.27,2.34,-0.81,0.19,-0.06,-22.56,-20.87,-39,7:30:24
4.75,8.22,2.43,1.25,0.37,-0.5,-22.19,-21.69,-38.25,7:30:24
4.74,8.25,2.27,0.5,-0.56,-0.37,-21.75,-21.25,-38.69,7:30:24
4.75,8.3,2.32,1.06,-0.56,-0.56,-22.19,-20.87,-38.69,7:30:24
4.66,8.35,2.15,0.37,-0.63,-1,-21.75,-21.69,-38.25,7:30:24
4.68,8.29,2.19,0.19,-0.37,-0.81,-22.19,-21.25,-39.38,7:30:25
4.69,8.28,2.2,-0.37,0.25,-0.06,-21.75,-21.69,-38.25,7:30:25
4.69,8.29,2.2,-0.81,0.12,0.19,-21.75,-22,-37.06,7:30:25
4.65,8.33,2.25,-0.75,-0.31,0.19,-22.19,-22.37,-38.69,7:30:25
4.72,8.33,2.15,-2.5,0.44,0.75,-22.19,-21.69,-37.5,7:30:25
4.7,8.31,2.18,-1.63,-0.37,0.56,-21.75,-21.25,-38.25,7:30:25
4.7,8.25,2.25,-1.81,0.25,0.19,-21.75,-21.25,-38.69,7:30:26
4.71,8.24,2.33,-0.88,0.56,-0.5,-21.75,-20.5,-39,7:30:26
4.67,8.27,2.34,-0.5,-0.06,0.25,-21.75,-20.5,-39,7:30:26
4.63,8.28,2.39,0.25,-0.56,-0.37,-21.75,-21.25,-39.38,7:30:26
4.73,8.27,2.27,-0.44,0.19,-0.25,-22.19,-21.25,-38.69,7:30:26
4.72,8.28,2.27,0.12,-0.37,-0.81,-22.19,-21.25,-38.69,7:30:26
4.71,8.31,2.2,0.5,-0.63,-0.56,-21.5,-21.69,-39.75,7:30:27
4.69,8.33,2.15,0.37,-0.81,-0.37,-22.19,-21.69,-39,7:30:27
4.68,8.29,2.27,0.44,0.56,-0.56,-21.75,-21.69,-39.38,7:30:27
4.63,8.31,2.27,-0.06,0.37,-0.06,-22.19,-22.37,-39,7:30:27
4.63,8.35,2.01,2.13,-1.37,-1.56,-21.5,-21.25,-37.88,7:30:27
4.62,8.33,2.14,1.25,-0.06,-0.81,-21.75,-23.19,-38.69,7:30:27
4.64,8.37,2.08,-0.63,0.06,-0.31,-22.19,-22.75,-38.69,7:30:28
4.59,8.35,2.12,-2.13,0,0.63,-22.19,-22,-37.5,7:30:28
4.67,8.34,2.2,-1.5,-0.06,0.5,-22.56,-22.75,-38.25,7:30:28
4.65,8.3,2.16,-0.94,-0.25,0.25,-21.75,-22,-37.06,7:30:28
4.65,8.29,2.32,-0.19,-0.12,0.44,-21.5,-22,-37.88,7:30:28
4.67,8.27,2.32,-0.69,0.19,0.56,-22.19,-21.69,-39,7:30:28
4.63,8.28,2.27,-0.12,-0.19,0.12,-22.56,-22,-38.25,7:30:28
4.71,8.31,2.34,-0.44,0.5,-0.06,-22.19,-21.69,-39.38,7:30:29
4.65,8.31,2.25,0.37,-0.44,-0.56,-22.56,-21.25,-39.38,7:30:29
4.66,8.31,2.19,0.44,-0.31,-0.37,-21.75,-21.69,-39.38,7:30:29
4.67,8.33,2.33,1.31,-0.12,-0.44,-22.56,-21.69,-38.69,7:30:29
4.66,8.32,2.18,1.06,-0.19,-0.63,-23,-22,-39,7:30:29
4.63,8.35,2.27,0.75,0.44,-0.5,-22.19,-22.75,-39.38,7:30:29
4.65,8.33,2.16,0.37,-0.06,-0.19,-22.56,-21.69,-38.69,7:30:30
4.61,8.38,2.09,0.31,-0.37,-0.44,-21.75,-22,-38.25,7:30:30
4.58,8.37,2.08,0.12,-0.44,-0.5,-23,-22.37,-37.5,7:30:30
4.59,8.39,2.12,1.44,-0.63,-0.75,-22.19,-22.75,-38.69,7:30:30
4.62,8.38,2.05,-0.37,-0.63,0.31,-22.19,-22.75,-37.88,7:30:30
4.6,8.4,2.11,-0.88,-0.12,0.5,-22.19,-22.37,-38.69,7:30:30
4.62,8.33,2.15,-1.19,0.12,0.5,-21.75,-21.69,-39,7:30:31
4.64,8.3,2.22,-1.5,0.06,0.5,-22.19,-22,-38.25,7:30:31
4.71,8.31,2.19,-1.75,-0.44,0.75,-21.75,-21.69,-38.69,7:30:31
4.65,8.26,2.12,0.37,-1.19,-0.12,-22.19,-21.69,-38.25,7:30:31
4.7,8.27,2.27,0.25,-0.12,0.06,-22.19,-21.25,-38.69,7:30:31
4.66,8.28,2.17,0.63,-1,-0.37,-23,-22.37,-38.69,7:30:31
4.68,8.3,2.16,0.56,-0.5,-0.31,-22.56,-21.69,-38.25,7:30:32
4.66,8.3,2.2,0.75,-0.19,-0.63,-22.56,-22,-39,7:30:32
4.64,8.38,2.19,0.75,-0.25,-0.56,-21.75,-21.69,-39,7:30:32
4.64,8.34,2.23,0.12,0.37,0.06,-22.56,-21.69,-39,7:30:32
4.64,8.38,2.14,0.19,0.44,-0.63,-22.19,-22.75,-38.69,7:30:32
4.64,8.35,2.11,0.37,-0.44,-0.69,-22.56,-22.75,-39.5,7:30:32
4.59,8.37,2.14,0.63,-0.5,0,-22.56,-22.75,-38.69,7:30:32
4.61,8.39,2.04,-0.19,-0.56,-0.12,-22.56,-23.19,-38.25,7:30:33
4.59,8.35,2.01,0,-1.63,-0.44,-22.56,-22.75,-38.69,7:30:33
4.63,8.36,2.1,-1.69,-0.12,0.5,-21.5,-22.75,-37.5,7:30:33
4.6,8.37,2.11,-1.12,-0.56,0.5,-22.19,-22,-37.88,7:30:33
4.62,8.3,2.23,-1.06,0,0.63,-21.75,-22,-37.19,7:30:33
4.62,8.34,2.2,-1.25,0.19,0.94,-22.56,-21.25,-39.5,7:30:33
4.64,8.35,2.19,-1.19,0.75,0.63,-22.19,-21.69,-39.38,7:30:34
4.64,8.28,2.25,1.75,-1.25,-0.37,-22.19,-21.69,-38.69,7:30:34
4.65,8.28,2.22,0.75,-0.12,-0.31,-22.19,-21.25,-37.88,7:30:34
4.6,8.32,2.24,0.19,-0.19,-0.06,-23,-22,-38.69,7:30:34
4.66,8.32,2.19,0.19,-0.25,-0.25,-22.56,-21.69,-39.38,7:30:34
4.62,8.33,2.14,0.25,0.19,-0.44,-23,-22.37,-40.19,7:30:34
4.69,8.37,2.22,0.31,-0.44,-0.19,-22.56,-22.37,-37.88,7:30:35
4.59,8.3,2.1,2.5,0,-0.75,-22.19,-22,-39.38,7:30:35
4.63,8.36,2.15,0.81,0.06,-0.69,-22.19,-22,-37.88,7:30:35
4.58,8.38,2.04,2,-0.31,-1.19,-22.19,-22.75,-37.88,7:30:35
4.58,8.4,2.09,-0.25,-0.5,-0.19,-22.19,-22.75,-38.25,7:30:35
4.6,8.43,2.1,-1.5,0.19,0.81,-21.5,-22,-39,7:30:35
4.6,8.36,2.18,-1.81,0.06,0.75,-22.56,-22,-37.5,7:30:36
4.61,8.39,2.22,-0.5,0.19,0.31,-23,-21.69,-37.88,7:30:36
4.6,8.37,2.18,-1.37,0,0.75,-22.19,-21.69,-36.69,7:30:36
4.67,8.36,2.18,-1.56,0.12,0.31,-21.5,-21.69,-38.25,7:30:36
4.65,8.32,2.24,-1,-0.37,0.75,-22.56,-21.69,-37.5,7:30:36
4.64,8.3,2.27,-0.19,-0.06,-0.44,-23.69,-21.25,-38.25,7:30:36
4.61,8.31,2.23,-0.44,-0.06,0.37,-21.75,-22,-38.69,7:30:36
4.69,8.28,2.34,-1.25,0.06,0.69,-23,-21.25,-38.25,7:30:37
4.6,8.33,2.25,0.5,0.5,-0.25,-22.56,-21.69,-39.38,7:30:37
4.58,8.29,2.21,-6.38,0.44,4.38,-22.56,-22,-37.06,7:30:37
4.59,8.19,2.58,-8.44,4.38,6.81,-22.19,-20.19,-37.88,7:30:37
4.99,7.96,2.66,-3.38,-2.5,5.88,-22.56,-19.75,-39.88,7:30:37
5.14,8.14,2.26,1.25,-3.25,2.69,-23,-19,-41,7:30:37
5.17,8.22,2.13,0.06,-4.44,0.94,-23.25,-19,-39.5,7:30:38
5.4,7.65,2.96,-1.19,0.63,3.63,-24.06,-18.69,-39,7:30:38
5.18,7.93,2.44,3.19,-2.38,-0.69,-23.69,-18.25,-39.88,7:30:38
5.34,7.76,2.66,1.75,-0.44,0.75,-23.69,-18.69,-37.88,7:30:38
5.27,7.92,2.6,5.5,-0.81,-3.56,-24.5,-19,-38.69,7:30:38
5.14,8.04,2.43,0.5,1.37,-1.94,-23.69,-19.37,-39,7:30:38
4.9,8.02,2.23,3.06,4.31,-0.88,-24.06,-19.75,-37.88,7:30:39
4.88,8.05,2.31,-0.12,-2.63,-1.81,-23.25,-19.37,-38.69,7:30:39
5.07,8.1,2.36,0.31,-1.81,-1.19,-23.25,-19,-38.25,7:30:39
4.87,8.18,2.36,2,-0.56,-4,-24.06,-20.5,-37.19,7:30:39
4.86,8.27,2.17,0.25,0.06,-2.06,-24.06,-20.5,-37.88,7:30:39
5.07,8.15,2.17,4,-0.06,-1.75,-24.5,-19.37,-37.06,7:30:39
4.76,8.17,2.08,1.12,-0.5,-0.12,-23,-20.5,-37.5,7:30:39
4.78,8.26,2.11,-0.37,0.5,-0.69,-23.69,-21.25,-38.25,7:30:40
4.84,8.26,2.11,-0.44,0,-0.06,-22.56,-20.5,-37.5,7:30:40
4.79,8.29,2.02,-0.94,0.06,0.19,-23.69,-21.25,-38.25,7:30:40
4.91,8.25,2.09,-1.81,0.63,0.63,-24.5,-20.5,-37.5,7:30:40
4.83,8.26,1.99,0.5,-1.56,-0.75,-23.25,-20.5,-36.75,7:30:40
4.8,8.25,2.07,-0.69,-0.12,-0.12,-23.69,-20.19,-37.88,7:30:40
4.79,8.27,2.06,-1,-0.12,0.19,-23.69,-20.5,-38.69,7:30:41
4.84,8.24,2.08,-1.37,0.19,0.37,-24.5,-20.5,-38.25,7:30:41
4.9,8.23,2.13,-1.25,0,0.5,-24.5,-20.5,-38.25,7:30:41
4.83,8.18,2.23,-0.56,0.12,0.37,-24.5,-20.5,-38.25,7:30:41
4.88,8.21,2.16,-0.06,0.12,-0.56,-23.69,-20.19,-38.69,7:30:41
4.85,8.23,2.1,0.12,-0.44,-0.31,-24.06,-20.5,-38.69,7:30:41
4.85,8.25,2.08,-0.5,0.06,-0.19,-23.69,-20.19,-37.88,7:30:42
4.83,8.27,2.17,-0.5,0.37,-0.06,-23.69,-20.19,-38.69,7:30:42
4.86,8.27,2.17,-0.25,0.06,-0.12,-24.06,-20.5,-38.25,7:30:42
4.79,8.28,2.1,0.56,-0.56,-0.81,-23.69,-20.19,-38.25,7:30:42
4.79,8.33,1.97,0.37,-1,-1.25,-24.06,-20.5,-36.38,7:30:42
4.8,8.3,1.98,0.12,-0.25,-0.69,-23.25,-20.5,-36.69,7:30:42
4.82,8.27,2.05,-0.88,0.25,0.12,-23.69,-20.87,-37.5,7:30:43
4.77,8.3,2.01,-0.44,-0.06,-0.12,-23.25,-21.25,-37.88,7:30:43
4.75,8.3,2.01,-0.19,-0.31,-0.19,-23.69,-22,-37.19,7:30:43
4.75,8.35,2.01,-1.44,-0.19,0.37,-24.75,-20.87,-38.25,7:30:43
4.77,8.28,1.97,-0.06,-1.19,-0.12,-23.25,-20.5,-37.5,7:30:43
4.77,8.25,2.09,-1.06,-0.19,0.25,-24.06,-20.5,-37.06,7:30:43
4.74,8.28,2.13,-1.44,-0.12,0.75,-23.25,-20.5,-37.19,7:30:43
4.79,8.28,2.15,-2.06,0.31,0.75,-24.06,-20.87,-37.19,7:30:44
4.82,8.26,2.16,-0.12,-0.31,-0.25,-24.06,-20.5,-37.5,7:30:44
4.83,8.21,2.16,0.44,-0.44,-0.25,-23,-20.87,-38.69,7:30:44
4.84,8.27,2.14,0.94,-0.06,-0.37,-24.06,-20.87,-37.5,7:30:44
4.77,8.28,2.12,0.44,-0.31,-0.37,-23.69,-20.19,-37.88,7:30:44
4.83,8.27,2.14,0,0.25,-0.37,-23.69,-20.19,-37.19,7:30:44
4.84,8.28,2.13,-0.25,0.12,0.12,-23.69,-20.19,-38.25,7:30:45
